"Port","Date","Time","Concentration","Temp","RH","Treatment","Hour_exposition","status","ppb"
"Port 1 S900-O3 LOW","01_04_2023",0.292314814814815,0.008,NA,NA,"purified air",7,"acepted",8
"Port 1 S900-O3 LOW","01_04_2023",0.294363425925926,0.012,NA,NA,"purified air",7,"acepted",12
"Port 1 S900-O3 LOW","01_04_2023",0.296423611111111,0.007,NA,NA,"purified air",7,"acepted",7
"Port 1 S900-O3 LOW","01_04_2023",0.298506944444444,0.02,NA,NA,"purified air",7,"acepted",20
"Port 1 S900-O3 LOW","01_04_2023",0.300601851851852,0.022,NA,NA,"purified air",7,"acepted",22
"Port 1 S900-O3 LOW","01_04_2023",0.302696759259259,0.019,NA,NA,"purified air",7,"acepted",19
"Port 1 S900-O3 LOW","01_04_2023",0.304756944444444,0.033,NA,NA,"purified air",7,"acepted",33
"Port 1 S900-O3 LOW","01_04_2023",0.306851851851852,0.031,NA,NA,"purified air",7,"acepted",31
"Port 1 S900-O3 LOW","01_04_2023",0.308946759259259,0.028,NA,NA,"purified air",7,"acepted",28
"Port 1 S900-O3 LOW","01_04_2023",0.311030092592593,0.056,NA,NA,"purified air",7,"acepted",56
"Port 1 S900-O3 LOW","01_04_2023",0.313090277777778,0.044,NA,NA,"purified air",7,"acepted",44
"Port 1 S900-O3 LOW","01_04_2023",0.315185185185185,0.038,NA,NA,"purified air",7,"acepted",38
"Port 1 S900-O3 LOW","01_04_2023",0.317280092592593,0.029,NA,NA,"purified air",7,"acepted",29
"Port 1 S900-O3 LOW","01_04_2023",0.319340277777778,0.023,NA,NA,"purified air",7,"acepted",23
"Port 1 S900-O3 LOW","01_04_2023",0.321423611111111,0.027,NA,NA,"purified air",7,"acepted",27
"Port 1 S900-O3 LOW","01_04_2023",0.323518518518519,0.023,NA,NA,"purified air",7,"acepted",23
"Port 1 S900-O3 LOW","01_04_2023",0.325613425925926,0.022,NA,NA,"purified air",7,"acepted",22
"Port 1 S900-O3 LOW","01_04_2023",0.327673611111111,0.025,NA,NA,"purified air",7,"acepted",25
"Port 1 S900-O3 LOW","01_04_2023",0.329768518518519,0.043,NA,NA,"moderate",7,"acepted",43
"Port 1 S900-O3 LOW","01_04_2023",0.331863425925926,0.041,NA,NA,"moderate",7,"not_acepted",41
"Port 1 S900-O3 LOW","01_04_2023",0.333923611111111,0.056,NA,NA,"moderate",8,"acepted",56
"Port 1 S900-O3 LOW","01_04_2023",0.336006944444444,0.064,NA,NA,"moderate",8,"acepted",64
"Port 1 S900-O3 LOW","01_04_2023",0.338101851851852,0.051,NA,NA,"moderate",8,"acepted",51
"Port 1 S900-O3 LOW","01_04_2023",0.340196759259259,0.07,NA,NA,"moderate",8,"not_acepted",70
"Port 1 S900-O3 LOW","01_04_2023",0.342256944444444,0.054,NA,NA,"moderate",8,"acepted",54
"Port 1 S900-O3 LOW","01_04_2023",0.344351851851852,0.057,NA,NA,"moderate",8,"acepted",57
"Port 1 S900-O3 LOW","01_04_2023",0.346446759259259,0.052,NA,NA,"moderate",8,"acepted",52
"Port 1 S900-O3 LOW","01_04_2023",0.348506944444444,0.048,NA,NA,"moderate",8,"acepted",48
"Port 1 S900-O3 LOW","01_04_2023",0.350590277777778,0.058,NA,NA,"moderate",8,"acepted",58
"Port 1 S900-O3 LOW","01_04_2023",0.352685185185185,0.068,NA,NA,"moderate",8,"acepted",68
"Port 1 S900-O3 LOW","01_04_2023",0.354780092592593,0.066,NA,NA,"moderate",8,"acepted",66
"Port 1 S900-O3 LOW","01_04_2023",0.356840277777778,0.075,NA,NA,"moderate",8,"acepted",75
"Port 1 S900-O3 LOW","01_04_2023",0.358935185185185,0.064,NA,NA,"moderate",8,"acepted",64
"Port 1 S900-O3 LOW","01_04_2023",0.361030092592593,0.069,NA,NA,"moderate",8,"acepted",69
"Port 1 S900-O3 LOW","01_04_2023",0.363125,0.079,NA,NA,"moderate",8,"acepted",79
"Port 1 S900-O3 LOW","01_04_2023",0.365173611111111,0.065,NA,NA,"moderate",8,"acepted",65
"Port 1 S900-O3 LOW","01_04_2023",0.367268518518518,0.062,NA,NA,"moderate",8,"acepted",62
"Port 1 S900-O3 LOW","01_04_2023",0.369363425925926,0.074,NA,NA,"moderate",8,"acepted",74
"Port 1 S900-O3 LOW","01_04_2023",0.371423611111111,0.067,NA,NA,"moderate",8,"acepted",67
"Port 1 S900-O3 LOW","01_04_2023",0.373518518518519,0.069,NA,NA,"moderate",8,"acepted",69
"Port 1 S900-O3 LOW","01_04_2023",0.375613425925926,0.143,NA,NA,"contingency",9,"acepted",143
"Port 1 S900-O3 LOW","01_04_2023",0.377708333333333,0.106,NA,NA,"contingency",9,"acepted",106
"Port 1 S900-O3 LOW","01_04_2023",0.379756944444444,0.153,NA,NA,"contingency",9,"acepted",153
"Port 1 S900-O3 LOW","01_04_2023",0.381851851851852,0.139,NA,NA,"contingency",9,"acepted",139
"Port 1 S900-O3 LOW","01_04_2023",0.383946759259259,0.166,NA,NA,"contingency",9,"acepted",166
"Port 1 S900-O3 LOW","01_04_2023",0.386006944444444,0.155,NA,NA,"contingency",9,"acepted",155
"Port 1 S900-O3 LOW","01_04_2023",0.388101851851852,0.138,NA,NA,"contingency",9,"acepted",138
"Port 1 S900-O3 LOW","01_04_2023",0.390196759259259,0.171,NA,NA,"contingency",9,"acepted",171
"Port 1 S900-O3 LOW","01_04_2023",0.392291666666667,0.126,NA,NA,"contingency",9,"acepted",126
"Port 1 S900-O3 LOW","01_04_2023",0.394340277777778,0.119,NA,NA,"contingency",9,"acepted",119
"Port 1 S900-O3 LOW","01_04_2023",0.396435185185185,0.115,NA,NA,"contingency",9,"acepted",115
"Port 1 S900-O3 LOW","01_04_2023",0.398530092592593,0.145,NA,NA,"contingency",9,"acepted",145
"Port 1 S900-O3 LOW","01_04_2023",0.400590277777778,0.2,NA,NA,"contingency",9,"acepted",200
"Port 1 S900-O3 LOW","01_04_2023",0.402685185185185,0.116,NA,NA,"contingency",9,"acepted",116
"Port 1 S900-O3 LOW","01_04_2023",0.404780092592593,0.113,NA,NA,"contingency",9,"acepted",113
"Port 1 S900-O3 LOW","01_04_2023",0.406875,0.14,NA,NA,"contingency",9,"acepted",140
"Port 1 S900-O3 LOW","01_04_2023",0.408923611111111,0.137,NA,NA,"contingency",9,"acepted",137
"Port 1 S900-O3 LOW","01_04_2023",0.411018518518519,0.147,NA,NA,"contingency",9,"acepted",147
"Port 1 S900-O3 LOW","01_04_2023",0.413113425925926,0.142,NA,NA,"contingency",9,"acepted",142
"Port 1 S900-O3 LOW","01_04_2023",0.415173611111111,0.118,NA,NA,"contingency",9,"acepted",118
"Port 1 S900-O3 LOW","01_04_2023",0.417268518518519,0.136,NA,NA,"contingency",10,"acepted",136
"Port 1 S900-O3 LOW","01_04_2023",0.419363425925926,0.169,NA,NA,"contingency",10,"acepted",169
"Port 1 S900-O3 LOW","01_04_2023",0.421458333333333,0.087,NA,NA,"ambient air UNAM",10,"acepted",87
"Port 1 S900-O3 LOW","01_04_2023",0.423506944444444,0.088,NA,NA,"ambient air UNAM",10,"acepted",88
"Port 1 S900-O3 LOW","01_04_2023",0.425601851851852,0.096,NA,NA,"ambient air UNAM",10,"acepted",96
"Port 1 S900-O3 LOW","01_04_2023",0.427696759259259,0.1,NA,NA,"ambient air UNAM",10,"acepted",100
"Port 1 S900-O3 LOW","01_04_2023",0.429756944444444,0.097,NA,NA,"ambient air UNAM",10,"acepted",97
"Port 1 S900-O3 LOW","01_04_2023",0.431851851851852,0.105,NA,NA,"ambient air UNAM",10,"acepted",105
"Port 1 S900-O3 LOW","01_04_2023",0.433946759259259,0.093,NA,NA,"ambient air UNAM",10,"acepted",93
"Port 1 S900-O3 LOW","01_04_2023",0.436030092592593,0.103,NA,NA,"ambient air UNAM",10,"acepted",103
"Port 1 S900-O3 LOW","01_04_2023",0.438090277777778,0.1,NA,NA,"ambient air UNAM",10,"acepted",100
"Port 1 S900-O3 LOW","01_04_2023",0.440185185185185,0.097,NA,NA,"ambient air UNAM",10,"acepted",97
"Port 1 S900-O3 LOW","01_04_2023",0.442280092592593,0.099,NA,NA,"ambient air UNAM",10,"acepted",99
"Port 1 S900-O3 LOW","01_04_2023",0.444340277777778,0.1,NA,NA,"ambient air UNAM",10,"acepted",100
"Port 1 S900-O3 LOW","01_04_2023",0.446435185185185,0.1,NA,NA,"ambient air UNAM",10,"acepted",100
"Port 1 S900-O3 LOW","01_04_2023",0.448530092592593,0.096,NA,NA,"ambient air UNAM",10,"acepted",96
"Port 1 S900-O3 LOW","01_04_2023",0.450625,0.102,NA,NA,"ambient air UNAM",10,"acepted",102
"Port 1 S900-O3 LOW","01_04_2023",0.452673611111111,0.103,NA,NA,"ambient air UNAM",10,"acepted",103
"Port 1 S900-O3 LOW","01_04_2023",0.454768518518519,0.108,NA,NA,"ambient air UNAM",10,"acepted",108
"Port 1 S900-O3 LOW","01_04_2023",0.456863425925926,0.106,NA,NA,"ambient air UNAM",10,"acepted",106
"Port 1 S900-O3 LOW","01_04_2023",0.458923611111111,0.105,NA,NA,"ambient air UNAM",11,"acepted",105
"Port 1 S900-O3 LOW","01_04_2023",0.461018518518518,0.105,NA,NA,"ambient air UNAM",11,"acepted",105
"Port 1 S900-O3 LOW","01_04_2023",0.463113425925926,0.107,NA,NA,"ambient air UNAM",11,"acepted",107
"Port 1 S900-O3 LOW","01_04_2023",0.465208333333333,0.116,NA,NA,"ambient air UNAM",11,"acepted",116
"Port 1 S900-O3 LOW","01_04_2023",0.467256944444444,0.108,NA,NA,"ambient air UNAM",11,"acepted",108
"Port 1 S900-O3 LOW","01_04_2023",0.469351851851852,0.122,NA,NA,"purified air",11,"acepted",122
"Port 1 S900-O3 LOW","01_04_2023",0.471446759259259,0.119,NA,NA,"purified air",11,"acepted",119
"Port 1 S900-O3 LOW","01_04_2023",0.473506944444444,0.12,NA,NA,"purified air",11,"acepted",120
"Port 1 S900-O3 LOW","01_04_2023",0.475601851851852,0.12,NA,NA,"purified air",11,"acepted",120
"Port 1 S900-O3 LOW","01_04_2023",0.477696759259259,0.121,NA,NA,"purified air",11,"acepted",121
"Port 1 S900-O3 LOW","01_04_2023",0.479791666666667,0.12,NA,NA,"purified air",11,"acepted",120
"Port 1 S900-O3 LOW","01_04_2023",0.481840277777778,0.114,NA,NA,"purified air",11,"acepted",114
"Port 1 S900-O3 LOW","01_04_2023",0.483935185185185,0.123,NA,NA,"purified air",11,"acepted",123
"Port 1 S900-O3 LOW","01_04_2023",0.486030092592593,0.124,NA,NA,"purified air",11,"acepted",124
"Port 1 S900-O3 LOW","01_04_2023",0.488125,0.125,NA,NA,"purified air",11,"acepted",125
"Port 1 S900-O3 LOW","01_04_2023",0.490185185185185,0.117,NA,NA,"purified air",11,"acepted",117
"Port 1 S900-O3 LOW","01_04_2023",0.492280092592593,0.119,NA,NA,"purified air",11,"acepted",119
"Port 1 S900-O3 LOW","01_04_2023",0.494375,0.122,NA,NA,"purified air",11,"acepted",122
"Port 1 S900-O3 LOW","01_04_2023",0.496423611111111,0.119,NA,NA,"purified air",11,"acepted",119
"Port 1 S900-O3 LOW","01_04_2023",0.498518518518519,0.131,NA,NA,"purified air",11,"acepted",131
"Port 1 S900-O3 LOW","01_04_2023",0.500613425925926,0.128,NA,NA,"purified air",11,"acepted",128
"Port 1 S900-O3 LOW","01_03_2023",0.291990740740741,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.294074074074074,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.296168981481481,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.298263888888889,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.300324074074074,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.302418981481481,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.304513888888889,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.306574074074074,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.308657407407407,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.310752314814815,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.312847222222222,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.314907407407407,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.317002314814815,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.319097222222222,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.321180555555556,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.323240740740741,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.325335648148148,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.327430555555556,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.329490740740741,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.331585648148148,0,NA,NA,"ambient air UNAM",7,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.333668981481481,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.335763888888889,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.337824074074074,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.339918981481481,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.342013888888889,0.004,NA,NA,"purified air",8,"acepted",4
"Port 1 S900-O3 LOW","01_03_2023",0.344074074074074,0.007,NA,NA,"purified air",8,"acepted",7
"Port 1 S900-O3 LOW","01_03_2023",0.346157407407407,0.014,NA,NA,"purified air",8,"acepted",14
"Port 1 S900-O3 LOW","01_03_2023",0.348252314814815,0.018,NA,NA,"purified air",8,"acepted",18
"Port 1 S900-O3 LOW","01_03_2023",0.350347222222222,0.019,NA,NA,"purified air",8,"acepted",19
"Port 1 S900-O3 LOW","01_03_2023",0.352407407407407,0.013,NA,NA,"purified air",8,"acepted",13
"Port 1 S900-O3 LOW","01_03_2023",0.354502314814815,0.021,NA,NA,"purified air",8,"acepted",21
"Port 1 S900-O3 LOW","01_03_2023",0.356597222222222,0.015,NA,NA,"purified air",8,"acepted",15
"Port 1 S900-O3 LOW","01_03_2023",0.35869212962963,0.006,NA,NA,"purified air",8,"acepted",6
"Port 1 S900-O3 LOW","01_03_2023",0.360740740740741,0.008,NA,NA,"purified air",8,"acepted",8
"Port 1 S900-O3 LOW","01_03_2023",0.362835648148148,0.005,NA,NA,"purified air",8,"acepted",5
"Port 1 S900-O3 LOW","01_03_2023",0.364930555555556,0.005,NA,NA,"purified air",8,"acepted",5
"Port 1 S900-O3 LOW","01_03_2023",0.366990740740741,0.005,NA,NA,"purified air",8,"acepted",5
"Port 1 S900-O3 LOW","01_03_2023",0.369085648148148,0.003,NA,NA,"purified air",8,"acepted",3
"Port 1 S900-O3 LOW","01_03_2023",0.371180555555556,0,NA,NA,"purified air",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.373275462962963,0,NA,NA,"purified air",8,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.375324074074074,0.017,NA,NA,"purified air",9,"acepted",17
"Port 1 S900-O3 LOW","01_03_2023",0.377418981481482,0.01,NA,NA,"purified air",9,"acepted",10
"Port 1 S900-O3 LOW","01_03_2023",0.379513888888889,0.01,NA,NA,"purified air",9,"acepted",10
"Port 1 S900-O3 LOW","01_03_2023",0.381574074074074,0.006,NA,NA,"purified air",9,"acepted",6
"Port 1 S900-O3 LOW","01_03_2023",0.383668981481481,0.008,NA,NA,"purified air",9,"acepted",8
"Port 1 S900-O3 LOW","01_03_2023",0.385763888888889,0,NA,NA,"purified air",9,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.387858796296296,0,NA,NA,"purified air",9,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.389907407407407,0.004,NA,NA,"purified air",9,"acepted",4
"Port 1 S900-O3 LOW","01_03_2023",0.392002314814815,0,NA,NA,"purified air",9,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.394097222222222,0,NA,NA,"purified air",9,"acepted",0
"Port 1 S900-O3 LOW","01_03_2023",0.396157407407407,0.016,NA,NA,"purified air",9,"acepted",16
"Port 1 S900-O3 LOW","01_03_2023",0.398252314814815,0.009,NA,NA,"purified air",9,"acepted",9
"Port 1 S900-O3 LOW","01_03_2023",0.400347222222222,0.037,NA,NA,"purified air",9,"acepted",37
"Port 1 S900-O3 LOW","01_03_2023",0.40244212962963,0.018,NA,NA,"purified air",9,"acepted",18
"Port 1 S900-O3 LOW","01_03_2023",0.404490740740741,0.144,NA,NA,"contingency",9,"acepted",144
"Port 1 S900-O3 LOW","01_03_2023",0.406585648148148,0.203,NA,NA,"contingency",9,"acepted",203
"Port 1 S900-O3 LOW","01_03_2023",0.408680555555556,0.177,NA,NA,"contingency",9,"acepted",177
"Port 1 S900-O3 LOW","01_03_2023",0.410775462962963,0.196,NA,NA,"contingency",9,"acepted",196
"Port 1 S900-O3 LOW","01_03_2023",0.412835648148148,0.124,NA,NA,"contingency",9,"acepted",124
"Port 1 S900-O3 LOW","01_03_2023",0.414918981481481,0.149,NA,NA,"contingency",9,"acepted",149
"Port 1 S900-O3 LOW","01_03_2023",0.417013888888889,0.114,NA,NA,"contingency",10,"acepted",114
"Port 1 S900-O3 LOW","01_03_2023",0.419074074074074,0.14,NA,NA,"contingency",10,"acepted",140
"Port 1 S900-O3 LOW","01_03_2023",0.421168981481481,0.108,NA,NA,"contingency",10,"not_acepted",108
"Port 1 S900-O3 LOW","01_03_2023",0.423263888888889,0.13,NA,NA,"contingency",10,"acepted",130
"Port 1 S900-O3 LOW","01_03_2023",0.425324074074074,0.149,NA,NA,"contingency",10,"acepted",149
"Port 1 S900-O3 LOW","01_03_2023",0.427418981481481,0.159,NA,NA,"contingency",10,"acepted",159
"Port 1 S900-O3 LOW","01_03_2023",0.429513888888889,0.152,NA,NA,"contingency",10,"acepted",152
"Port 1 S900-O3 LOW","01_03_2023",0.431597222222222,0.143,NA,NA,"contingency",10,"acepted",143
"Port 1 S900-O3 LOW","01_03_2023",0.433657407407407,0.116,NA,NA,"contingency",10,"acepted",116
"Port 1 S900-O3 LOW","01_03_2023",0.435752314814815,0.116,NA,NA,"contingency",10,"acepted",116
"Port 1 S900-O3 LOW","01_03_2023",0.43994212962963,0.13,NA,NA,"contingency",10,"acepted",130
"Port 1 S900-O3 LOW","01_03_2023",0.442002314814815,0.136,NA,NA,"contingency",10,"acepted",136
"Port 1 S900-O3 LOW","01_03_2023",0.444085648148148,0.147,NA,NA,"contingency",10,"acepted",147
"Port 1 S900-O3 LOW","01_03_2023",0.446180555555556,0.156,NA,NA,"contingency",10,"acepted",156
"Port 1 S900-O3 LOW","01_03_2023",0.448240740740741,0.149,NA,NA,"contingency",10,"acepted",149
"Port 1 S900-O3 LOW","01_03_2023",0.450335648148148,0.15,NA,NA,"contingency",10,"acepted",150
"Port 1 S900-O3 LOW","01_03_2023",0.452430555555556,0.152,NA,NA,"contingency",10,"acepted",152
"Port 1 S900-O3 LOW","01_03_2023",0.454525462962963,0.14,NA,NA,"contingency",10,"acepted",140
"Port 1 S900-O3 LOW","01_03_2023",0.456585648148148,0.131,NA,NA,"contingency",10,"acepted",131
"Port 1 S900-O3 LOW","01_03_2023",0.458668981481481,0.149,NA,NA,"contingency",11,"acepted",149
"Port 1 S900-O3 LOW","01_03_2023",0.460763888888889,0.144,NA,NA,"contingency",11,"acepted",144
"Port 1 S900-O3 LOW","01_03_2023",0.462824074074074,0.116,NA,NA,"moderate",11,"acepted",116
"Port 1 S900-O3 LOW","01_03_2023",0.464918981481481,0.096,NA,NA,"moderate",11,"acepted",96
"Port 1 S900-O3 LOW","01_03_2023",0.467013888888889,0.102,NA,NA,"moderate",11,"acepted",102
"Port 1 S900-O3 LOW","01_03_2023",0.469108796296296,0.112,NA,NA,"moderate",11,"acepted",112
"Port 1 S900-O3 LOW","01_03_2023",0.471168981481482,0.103,NA,NA,"moderate",11,"acepted",103
"Port 1 S900-O3 LOW","01_03_2023",0.473252314814815,0.106,NA,NA,"moderate",11,"acepted",106
"Port 1 S900-O3 LOW","01_03_2023",0.475347222222222,0.112,NA,NA,"moderate",11,"acepted",112
"Port 1 S900-O3 LOW","01_03_2023",0.477407407407407,0.119,NA,NA,"moderate",11,"acepted",119
"Port 1 S900-O3 LOW","01_03_2023",0.479502314814815,0.095,NA,NA,"moderate",11,"acepted",95
"Port 1 S900-O3 LOW","01_03_2023",0.481597222222222,0.114,NA,NA,"moderate",11,"acepted",114
"Port 1 S900-O3 LOW","01_03_2023",0.48369212962963,0.109,NA,NA,"moderate",11,"acepted",109
"Port 1 S900-O3 LOW","01_03_2023",0.485752314814815,0.116,NA,NA,"moderate",11,"acepted",116
"Port 1 S900-O3 LOW","01_03_2023",0.487835648148148,0.121,NA,NA,"moderate",11,"acepted",121
"Port 1 S900-O3 LOW","01_03_2023",0.489930555555556,0.124,NA,NA,"moderate",11,"acepted",124
"Port 1 S900-O3 LOW","01_03_2023",0.491990740740741,0.13,NA,NA,"moderate",11,"acepted",130
"Port 1 S900-O3 LOW","01_03_2023",0.494085648148148,0.117,NA,NA,"moderate",11,"acepted",117
"Port 1 S900-O3 LOW","01_03_2023",0.496180555555556,0.123,NA,NA,"moderate",11,"acepted",123
"Port 1 S900-O3 LOW","01_03_2023",0.498275462962963,0.126,NA,NA,"moderate",11,"acepted",126
"Port 1 S900-O3 LOW","01_03_2023",0.500324074074074,0.126,NA,NA,"moderate",12,"acepted",126
"Port 1 S900-O3 LOW","02_03_2023",0.296203703703704,0.032,NA,NA,"purified air",7,"acepted",32
"Port 1 S900-O3 LOW","02_03_2023",0.298298611111111,0.009,NA,NA,"purified air",7,"acepted",9
"Port 1 S900-O3 LOW","02_03_2023",0.300393518518519,0.026,NA,NA,"purified air",7,"acepted",26
"Port 1 S900-O3 LOW","02_03_2023",0.302488425925926,0.025,NA,NA,"purified air",7,"acepted",25
"Port 1 S900-O3 LOW","02_03_2023",0.304548611111111,0.021,NA,NA,"purified air",7,"acepted",21
"Port 1 S900-O3 LOW","02_03_2023",0.306643518518519,0.021,NA,NA,"purified air",7,"acepted",21
"Port 1 S900-O3 LOW","02_03_2023",0.308738425925926,0.024,NA,NA,"purified air",7,"acepted",24
"Port 1 S900-O3 LOW","02_03_2023",0.310787037037037,0.029,NA,NA,"purified air",7,"acepted",29
"Port 1 S900-O3 LOW","02_03_2023",0.312881944444444,0.023,NA,NA,"purified air",7,"acepted",23
"Port 1 S900-O3 LOW","02_03_2023",0.314976851851852,0.024,NA,NA,"purified air",7,"acepted",24
"Port 1 S900-O3 LOW","02_03_2023",0.317071759259259,0.033,NA,NA,"purified air",7,"acepted",33
"Port 1 S900-O3 LOW","02_03_2023",0.319131944444444,0.031,NA,NA,"purified air",7,"acepted",31
"Port 1 S900-O3 LOW","02_03_2023",0.321226851851852,0.023,NA,NA,"purified air",7,"acepted",23
"Port 1 S900-O3 LOW","02_03_2023",0.323321759259259,0.02,NA,NA,"purified air",7,"acepted",20
"Port 1 S900-O3 LOW","02_03_2023",0.32537037037037,0.021,NA,NA,"purified air",7,"acepted",21
"Port 1 S900-O3 LOW","02_03_2023",0.327465277777778,0.029,NA,NA,"purified air",7,"acepted",29
"Port 1 S900-O3 LOW","02_03_2023",0.329560185185185,0.053,NA,NA,"purified air",7,"acepted",53
"Port 1 S900-O3 LOW","02_03_2023",0.331655092592593,0.045,NA,NA,"purified air",7,"acepted",45
"Port 1 S900-O3 LOW","02_03_2023",0.333715277777778,0.067,NA,NA,"purified air",8,"acepted",67
"Port 1 S900-O3 LOW","02_03_2023",0.335810185185185,0.062,NA,NA,"purified air",8,"acepted",62
"Port 1 S900-O3 LOW","02_03_2023",0.339988425925926,0.006,NA,NA,"ambient air UNAM",8,"acepted",6
"Port 1 S900-O3 LOW","02_03_2023",0.342048611111111,0.001,NA,NA,"ambient air UNAM",8,"acepted",1
"Port 1 S900-O3 LOW","02_03_2023",0.344143518518519,0.008,NA,NA,"ambient air UNAM",8,"acepted",8
"Port 1 S900-O3 LOW","02_03_2023",0.346238425925926,0.001,NA,NA,"ambient air UNAM",8,"acepted",1
"Port 1 S900-O3 LOW","02_03_2023",0.348298611111111,0.003,NA,NA,"ambient air UNAM",8,"acepted",3
"Port 1 S900-O3 LOW","02_03_2023",0.350381944444444,0.026,NA,NA,"ambient air UNAM",8,"acepted",26
"Port 1 S900-O3 LOW","02_03_2023",0.352476851851852,0.011,NA,NA,"ambient air UNAM",8,"acepted",11
"Port 1 S900-O3 LOW","02_03_2023",0.354571759259259,0.003,NA,NA,"ambient air UNAM",8,"acepted",3
"Port 1 S900-O3 LOW","02_03_2023",0.356631944444444,0.006,NA,NA,"ambient air UNAM",8,"acepted",6
"Port 1 S900-O3 LOW","02_03_2023",0.358726851851852,0.002,NA,NA,"ambient air UNAM",8,"acepted",2
"Port 1 S900-O3 LOW","02_03_2023",0.360821759259259,0.005,NA,NA,"ambient air UNAM",8,"acepted",5
"Port 1 S900-O3 LOW","02_03_2023",0.362881944444444,0.004,NA,NA,"ambient air UNAM",8,"acepted",4
"Port 1 S900-O3 LOW","02_03_2023",0.364976851851852,0.006,NA,NA,"ambient air UNAM",8,"acepted",6
"Port 1 S900-O3 LOW","02_03_2023",0.367060185185185,0.002,NA,NA,"ambient air UNAM",8,"acepted",2
"Port 1 S900-O3 LOW","02_03_2023",0.369155092592593,0.004,NA,NA,"ambient air UNAM",8,"acepted",4
"Port 1 S900-O3 LOW","02_03_2023",0.371215277777778,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","02_03_2023",0.373310185185185,0.006,NA,NA,"ambient air UNAM",8,"acepted",6
"Port 1 S900-O3 LOW","02_03_2023",0.375405092592593,0.01,NA,NA,"ambient air UNAM",9,"acepted",10
"Port 1 S900-O3 LOW","02_03_2023",0.377465277777778,0.194,NA,NA,"contingency",9,"acepted",194
"Port 1 S900-O3 LOW","02_03_2023",0.379560185185185,0.17,NA,NA,"contingency",9,"acepted",170
"Port 1 S900-O3 LOW","02_03_2023",0.381643518518519,0.146,NA,NA,"contingency",9,"acepted",146
"Port 1 S900-O3 LOW","02_03_2023",0.383738425925926,0.18,NA,NA,"contingency",9,"acepted",180
"Port 1 S900-O3 LOW","02_03_2023",0.385798611111111,0.208,NA,NA,"contingency",9,"acepted",208
"Port 1 S900-O3 LOW","02_03_2023",0.387893518518518,0.172,NA,NA,"contingency",9,"acepted",172
"Port 1 S900-O3 LOW","02_03_2023",0.389988425925926,0.207,NA,NA,"contingency",9,"acepted",207
"Port 1 S900-O3 LOW","02_03_2023",0.392048611111111,0.201,NA,NA,"contingency",9,"acepted",201
"Port 1 S900-O3 LOW","02_03_2023",0.394143518518519,0.173,NA,NA,"contingency",9,"acepted",173
"Port 1 S900-O3 LOW","02_03_2023",0.396226851851852,0.161,NA,NA,"contingency",9,"acepted",161
